best_validation_loss,checkpoint,elapsed_seconds,run_directory,status,steps,tokens_seen,train_loss,train_perplexity,validation_loss,validation_perplexity
1.3710478496551515,/root/autodl-tmp/ajLLM/ajllm_project/runs/sweeps/tinystories_lr/20260724T233343Z_fe003864/trials/max_lr_0p001/checkpoints/final.pt,5826.676725164056,D:\LLMLearning\ajLLM\ajllm_project\runs\sweeps\tinystories_lr\20260724T233343Z_fe003864\trials\max_lr_0p001,completed,20000,327680000,1.3678442752361297,3.926876300035597,1.3736207973957062,3.9496256307484923
1.3716267383098601,/root/autodl-tmp/ajLLM/ajllm_project/runs/sweeps/tinystories_lr/20260724T233343Z_fe003864/trials/max_lr_0p005/checkpoints/final.pt,5822.877841759473,D:\LLMLearning\ajLLM\ajllm_project\runs\sweeps\tinystories_lr\20260724T233343Z_fe003864\trials\max_lr_0p005,completed,20000,327680000,1.367008296251297,3.923594885760521,1.369760010242462,3.9344063649306014
1.412891138792038,/root/autodl-tmp/ajLLM/ajllm_project/runs/sweeps/tinystories_lr/20260724T233343Z_fe003864/trials/max_lr_0p0005/checkpoints/final.pt,5813.347979433835,D:\LLMLearning\ajLLM\ajllm_project\runs\sweeps\tinystories_lr\20260724T233343Z_fe003864\trials\max_lr_0p0005,completed,20000,327680000,1.411922070980072,4.103835691899236,1.4153746569156647,4.118029025043144
1.4160479485988617,/root/autodl-tmp/ajLLM/ajllm_project/runs/sweeps/tinystories_lr/20260724T233343Z_fe003864/trials/max_lr_0p01/checkpoints/final.pt,5801.697021313012,D:\LLMLearning\ajLLM\ajllm_project\runs\sweeps\tinystories_lr\20260724T233343Z_fe003864\trials\max_lr_0p01,completed,20000,327680000,1.4148111295700074,4.115709056821484,1.4150761198997497,4.116799824436627
1.6769484519958495,/root/autodl-tmp/ajLLM/ajllm_project/runs/sweeps/tinystories_lr/20260724T233343Z_fe003864/trials/max_lr_0p0001/checkpoints/final.pt,5783.035554461181,D:\LLMLearning\ajLLM\ajllm_project\runs\sweeps\tinystories_lr\20260724T233343Z_fe003864\trials\max_lr_0p0001,completed,20000,327680000,1.6835239505767823,5.384497279697355,1.6795160150527955,5.362959751114948
1.764108978509903,/root/autodl-tmp/ajLLM/ajllm_project/runs/sweeps/tinystories_lr/20260724T233343Z_fe003864/trials/max_lr_0p05/checkpoints/final.pt,5740.113882821053,D:\LLMLearning\ajLLM\ajllm_project\runs\sweeps\tinystories_lr\20260724T233343Z_fe003864\trials\max_lr_0p05,completed,20000,327680000,1.765474454164505,5.844344574011238,1.7604307115077973,5.814941417293736
